㐀	丘
鵌	𱉸
鵎	𱉻
鵏	𬷕
鵐	鹀
鵑	鹃
鵒	鹆
鵓	鹁
鵔	𱉿
鵕	𱉾
鵖	𱉝
鵗	𱉹
鵙	鴃 𱉐
鵚	𪉍
鵛	𱉠
鵜	鴺 鹈
鵝	鵞 鹅
鵞	鵝
鵟	𫛭
鵠	鹄
鵡	鹉
鵧	𫛨
鵩	𫛳
鵪	鹌
鵫	𫛱
鵬	鹏
鵮	鹐
鵯	鹎
鵰	雕 彫 𫛲
鵱	𱊀
鵲	鹊
鵳	𱊋
鵴	𱊇
鵵	𱊆
鵶	𱉨
鵷	鹓
鵸	𱊁
鵹	𱊃
鵻	𱊅 隼
鵼	𱊊
鵽	𱊍
鵾	鹍
鶀	𬸒
鶂	𬷼 𱊈 鶃
鶃	鶂 𱊄
鶄	䴖
鶅	𱊎
鶆	𱉵
鶇	鸫
鶉	鹑
鶊	鹒
鶋	𱊌
鶌	𫛵
鶒	𫛶
鶓	鹋
鶔	𱊗
鶕	𬸝
鶖	鹙
鶗	𫛸
鶘	鹕
鶙	𱊕
鶚	鹗
鶛	𱊐
鶝	𱊏
鶞	𱊑
鶟	𱊖
鶠	𬸘
鶡	鹖
鶢	𱊒
鶣	𬸜
鶤	𱉱
鶥	鹛
鶦	𫛷
鶨	𱊘
鶩	鹜
鶪	䴗
鶬	鸧
鶭	𫛯
鶯	莺 鸎
鶰	𫛫
鶱	𬸣
鶲	鹟
鶴	鹤
鶵	雛 𬸅
鶶	𱊝
鶷	𱊟
鶹	鹠
鶺	鹡
鶻	鹘
鶼	鹣
鶽	𱊛 隼
鷀	鹚
鷁	鹢
鷂	鹞
鷃	鴳 𮭨
鷄	鳮 雞
鷅	𫛽
鷇	𬆮
鷈	䴘
鷉	䴘
鷊	鹝
鷋	𱊠
鷎	𬸢
鷏	𱊚
鷐	𫜀
鷑	𱊢
鷒	𱉏
鷓	鹧
鷔	𪉑
鷕	𱊡
鷖	鹥
鷗	鸥
鷙	鸷
鷚	鹨
鷛	𱊤
鷜	𬸞
鷞	𮭪
鷟	𬸦
鷢	𱊧
鷣	𫜃
鷤	𫛴
鷥	鸶
鷦	鹪
鷧	𱊦
鷨	𪉊
鷩	𫜁 氅
鷫	鹔
鷭	𬸪
鷮	𱉬
鷯	鹩
鷰	𬸧
鷲	鹫
鷳	鹇
鷵	𱊩
鷶	𱉳
鷷	𫜄
鷸	鹬
鷹	鹰
鷺	鹭
鷽	鸴
鷾	𱊰
鷿	䴙 𬸯
鸀	𱊬
鸁	𱊮
鸂	㶉
鸃	𱉌
鸄	𱊯
鸅	𱉟
鸆	𱊫
鸇	鹯
鸉	𱉴
鸊	䴙
鸋	𫛢
鸌	鹱
鸎	𬸕 鶯
鸏	鹲
鸐	𱊱
鸑	𬸚
鸒	𱊭 𱉰
鸓	𱊳
鸕	鸬
鸖	𬸰
鸗	𫛟
鸘	鹴
鸙	𱊵
鸚	鹦
鸛	鹳
鸜	鴝 朐 𬸱
鸝	鹂
鸞	鸾
鸟	鳥
鸠	鳩
鸡	雞
鸢	鳶
鸣	鳴
鸤	鳲
鸥	鷗
鸦	鴉
鸧	鶬
鸨	鴇
鸩	鴆
鸪	鴣
鸫	鶇
鸬	鸕
鸭	鴨
鸮	鴞
鸯	鴦
鸰	鴒
鸱	鴟
鸲	鴝
鸳	鴛
鸴	鷽
鸵	鴕
鸶	鷥
鸷	鷙
鸸	鴯
鸹	鴰
鸺	鵂
鸻	鴴
鸼	鵃
鸽	鴿
鸾	鸞
鸿	鴻
鹀	鵐
鹁	鵓
鹂	鹃 鸝
鹃	鹂 鵑
鹄	鵠
鹅	鵝
鹆	鵒
鹇	鷳
鹈	鵜
鹉	鵡
鹊	鵲
鹋	鶓
鹌	鵪
鹍	鵾
鹎	鵯
鹏	鵬
鹐	鵮
鹑	鶉
鹒	鶊
鹓	鵷
鹔	鷫
鹕	鶘
鹖	鶡
鹗	鶚
鹘	鶻
鹙	鶖
鹚	鷀
鹛	鶥
鹜	鶩
鹝	鷊
鹞	鷂
鹟	鶲
鹠	鶹
鹡	鶺
鹢	鷁
鹣	鶼
鹤	鶴
鹥	鷖
鹦	鸚
鹧	鷓
鹨	鷚
鹩	鷯
鹪	鷦
鹫	鷲
鹬	鷸
鹭	鷺
鹮	䴉
鹯	鸇
鹰	鷹
鹱	鸌
鹲	鸏
鹳	鸛
鹴	鸘
鹵	卤
鹹	咸
鹺	鹾
鹻	碱 堿 鹼
鹼	鹻 硷 碱 堿
鹽	盐 䀋 塩 𥂁
鹾	鹺
麄	觕 麤 粗
麇	麕
麐	麟
麕	麇
麗	丽
麞	獐
麟	麐
麡	𬸾
麤	麄 觕 粗
麥	麦
麦	麥
麧	𱋇
麨	𪎊
麩	麸
麪	麵
麫	麵
麬	𤿲
麮	𱋋
麯	𱋐 麴 曲
麰	牟 𮮇
麱	𱋖
麲	𪎉
麳	𪎌
麴	麹 麯
麵	麫 面 麪
麷	𫜑
麸	麩
麹	麴
麻	蔴
麼	庅 麽 么
麽	庅 么 麼
黂	𱋱
黃	黄
黄	黃
黉	黌
黌	黉
黏	粘
黑	黒
黒	黑
默	嘿 黙
黙	默
點	点
黡	黶
黨	党
黩	黷
黪	黲
黲	黪
黶	黡
黷	黩
黸	𱋶
黽	黾
黾	黽
黿	鼋
鼀	𱋾
鼁	𱋿
鼃	蛙
鼄	蛛 𬹣
鼅	𱌄
鼆	𱌆
鼇	鰲
鼈	𱌇 鱉
鼉	鼍
鼊	𱌉
鼋	黿
鼍	鼉
鼎	𪔂
鼏	幂 冪
鼓	皷 鼔
鼔	皷 鼓
鼗	鞉 鞀
鼚	𱌊
鼲	𱌏
鼴	鼹
鼹	鼴
齁	𪖙
齅	嗅
齈	𱌖
齊	齐 齋 斉 亝 斋
齋	斋 齊
齌	𱌗
齍	𱌘
齎	赍 賫
齏	齑
齐	齊
齑	齏
齒	齿
齔	龀
齕	龁
齖	𬹺
齗	龂
齘	𬹼
齙	龅
齚	𱌬
齜	龇
齝	𱌯
齞	𱌫
齟	龃
齠	龆
齡	龄
齣	𱌮 出
齤	𱌲
齥	𱌱
齦	龈 啃
齧	囓 𫜩
齩	𫜪 咬
齪	龊
齬	龉
齭	𫜭
齮	𬺈
齯	𫠜
齰	𫜬
齱	𱌶
齲	龋
齳	𱌳
齴	𫜮
齵	𱌹
齶	腭
齷	龌
齸	𱌽
齹	𬺎
齺	𱌭
齻	𱌺
齼	𬺓
齽	𬺔
齾	𫜰
齿	齒
龀	齔
龁	齕
龂	齗
龃	齟
龄	齡
龅	齙
龆	齠
龇	齜
龈	齦
龉	齬
龊	齪
龋	齲
龌	齷
龍	竜 龙 龒
龎	厐 龐
龏	𱍁
龐	庞 龎
龑	䶮
龒	龍
龓	𫜲 䪊
龔	龚
龕	龛
龖	𱍂
龙	龍
龚	龔
龛	龕
龜	龟
龝	𬓫 秋
龞	𱍈
龟	龜
龠	籥
龡	吹
龢	和 咊
龤	諧
龥	籲 𬱳
龭	𩨎
龯	𨱆
龲	𰾋
龽	𰞳
鿁	䜤
鿃	䀹
鿌	涼
鿎	䃮
鿏	䥑
鿐	䲤
鿒	鿓
鿓	鿒
鿔	鎶
鿕	𱆥
鿭	鉨 鑈
益	益
礼	礼 禮
𠀾	𠁞
𠁔	𫷘
𠁞	𠀾
𠂝	眾 衆
𠂤	堆 𣳨
𠂲	𬓡
𠃓	昜
𠆌	庸
𠆲	儣
𠆿	𠌥
𠇐	㒜
𠇱	佅
𠇹	俓
𠉂	㒓
𠉗	𠏢
𠊧	併
𠌥	𠆿
𠎅	𰂃
𠎒	𫢨
𠏢	𠉗
𠏮	𫢘
𠐇	𭫝
𠐊	𫝋
𠐍	𫣫
𠐮	𬾣
𠐽	𫢔
𠑇	𰂻
𠑙	𫢹
𠑲	𫣛
𠔃	兮
𠕄	凹
𠖥	寵
𠖫	𫤽
𠗥	湆
𠗦	憑
𠗧	測
𠗨	渫
𠗯	湶
𠗳	溓
𠗵	滂
𠗶	溏
𠗽	漻
𠗾	漺
𠗿	滲 𰄁
𠘂	漱
𠘆	潹
𠘈	潺
𠘉	澋
𠘊	濃
𠘋	濎
𠘎	澮
𠘐	澶
𠘙	濼
𠘝	瀨
𠘟	瀝
𠘠	瀤
𠘣	灂
𠘥	𫥍
𠚳	𠠎
𠚹	芟
𠛅	剾
𠛆	𠞆
𠛾	𪟖
𠜎	鏾
𠜲	𫥼
𠜼	掐
𠝿	𫦁
𠞆	𠛆
𠞭	𫦉
𠞰	剿
𠟪	𫥺
𠠎	𠚳
𠠏	𫥵
𠠝	𫥳
𠠫	𰄭
𠡠	勑
𠦌	卌 𠦜
𠦜	卌 𠦌
𠩘	𫨆
𠩬	𰆙
𠬙	𪠡
𠬤	睪
𠭴	㑁
𠮷	吉
𠯗	咂
𠯟	哯
𠯠	噅
𠰌	味
𠰷	嚧
𠱓	𠼮
𠱘	𠸺
𠱞	𫝜
𠲥	𡅏
𠲿	欶
𠳞	𠶸
𠴢	𡄔
𠵔	𭇴
𠵘	𫩖
𠵸	𡄣
𠵹	𫩚
𠵾	㗲
𠶸	𠳞
𠶹	𰇡
𠷌	𰇘
𠷏	𫡬
𠸺	𠱘
𠹛	𫩯
𠺖	𭈈
𠺮	𫪅
𠼗	𫪚
𠼤	𫪄
𠼮	𠱓 𫩳
𠽈	𭈟
𠽸	𬱞
𠾖	器
𠾬	𫪽
𠿕	𪜎
𠿘	𭉨
𠿿	𭇀
𡀠	𭈜
𡀿	𫫵
𡁚	𭇙
𡁯	𭇡
𡂒	𫪪
𡂡	𪢒
𡂿	𫪘
𡃄	𪡺
𡃈	𰈮
𡃤	𪢐
𡄔	𠴢
𡄖	𭈉
𡄣	𠵸
𡄤	𭈮
𡄩	𭝫
𡅈	嚹
𡅏	𠲥
𡅘	𭊸
𡅥	𫬟
𡅧	𭉼
𡈙	囮
𡈛	㘤
𡈼	壬
𡉟	壯
𡊑	壐
𡋀	𡓾
𡋗	𡑭
𡋤	壗
𡍫	𫭮
𡏆	𡒶
𡑍	𫭼
𡑎	𫭯
𡑞	隧
𡑭	𡋗
𡑯	𰉱
𡒃	隩
𡒄	壈
𡒶	𡏆
𡓁	𪤄
𡓗	𫝡
𡓦	𰊅
𡓾	𡋀
𡗆	𰋖
𡚁	弊
𡜱	嫉
𡝠	㜷
𡞋	㜗
𡞱	㜢
𡞵	㛟
𡞾	嫩 嫰
𡟫	𫝪
𡠚	𰋾
𡠟	孎
𡠹	㛿
𡡇	𡣨
𡢃	㛠
𡢘	𰌉
𡢿	𭑸
𡣨	𡡇
𡤠	𫰣
𡤡	𭑹
𡤫	𫱿
𡥧	孻
𡨴	寧
𡭜	𡮉
𡭬	𡮣
𡮉	𡭜
𡮣	𡭬
𡮤	𫴼
𡱆	屬 属
𡲕	屜
𡳃	𡳳
𡳒	𦘧
𡳳	𡳃
𡵝	嵸
𡶴	嵼
𡷨	𫵸
𡸃	𡽗
𡸗	𪨩
𡹬	𪨹
𡺃	嶈
𡺠	𰎝
𡺨	𫵶
𡻕	岁 歲 亗
𡻘	𭗡
𡼱	𰎢
𡼾	𰎛
𡽗	𡸃
𡽳	𫶊
𡽵	𫵹
𡾆	𰎷
𡾱	㟜
𡿖	𪩛
𢀖	巠
𢂑	拭
𢄓	𰏓
𢄼	𫷈
𢅏	簾 㡘
𢅖	簾
𢅡	𫷌
𢅣	𭘚
𢆞	䄯
𢉿	𰏲
𢊃	𰏽
𢊍	㕑 厨
𢋈	㢝
𢍰	𪪴
𢍺	弋
𢐗	𰐚
𢐧	檠
𢓅	𢕩
𢕐	訇 渹
𢕩	𢓅
𢖕	𪢈
𢖽	志
𢗓	㦛
𢗿	怽
𢘙	𢤱
𢘝	𢣚
𢘞	𢣭
𢙐	憹
𢙑	𢠼
𢙒	憢
𢙓	懀
𢙢	恐
𢙱	㑝
𢛔	𫹼
𢛯	㦎
𢜫	惺
𢜭	𪫸
𢟼	懜
𢠰	𰑅
𢠳	憋
𢠵	惝
𢠼	𢙑
𢢀	𫺒
𢣏	㦈
𢣐	𪬚
𢣚	𢘝
𢣭	𢘞
𢤌	𫻇
𢤜	𫺫
𢤧	𰒖
𢤩	𪫡
𢤱	𢘙
𢤿	𪬯
𢥠	𫹷 悚
𢧐	戰
𢪓	擧
𢪗	𢷏
𢫊	𢷮
𢫘	攎
𢫞	𢶫
𢫬	摋
𢫮	𢬎
𢬍	擫
𢬎	𢫮
𢬦	𢹿
𢭆	抽
𢭏	擣
𢯦	𫼲
𢯩	𫼤
𢯱	搜
𢯷	𪭝
𢰾	摠 總
𢱡	𫼶
𢲐	𰓝
𢲩	𫼾
𢲫	𫼗
𢲷	搜
𢲸	𫼵
𢲾	𫼫
𢳂	𫼣
𢳆	摮
𢳚	𫽐
𢳜	漇
𢴦	𫽙
𢴩	𫽳
𢵣	𭡵
𢶑	𢸣 𫽲
𢶒	𪭯
𢶣	㩹
𢶫	𢫞
𢷃	𫽔
𢷏	𢪗
𢷞	𭢕
𢷮	𢫊
𢸁	挙
𢸔	𭢋
𢸙	𭡜
𢸣	𢶑
𢸳	𫾃
𢸴	𫾁
𢸸	𰓕
𢹏	𰔶
𢹥	𰓗
𢹼	𰓟
𢹿	𢬦
𢺎	𭢝
𢺳	𪮳
𢽾	斅
𢿓	𫿂
𢿡	𰕐
𣀘	𫾳
𣀷	𫾲
𣀻	𫿗
𣁚	𣁟
𣁟	𣁚
𣃁	斸
𣄈	㫎
𣄸	𬀥
𣆐	曥
𣇀	晡
𣈣	𣋋
𣈶	暅
𣉞	暠
𣉼	𣋞
𣊯	𭥓
𣋋	𣈣
𣋞	𣉼
𣌂	𬁑
𣍐	𫧃
𣍨	𦢈
𣍯	腪
𣍰	脥
𣍷	脼
𣎄	𦞌
𣎑	臗
𣎜	𰮭
𣎟	𦠅
𣏢	槫
𣐕	桱
𣐤	欍
𣑝	檲
𣑶	𣠲
𣒌	楇
𣒗	㮝
𣓌	槹
𣓿	橯
𣔼	竿
𣔿	𰗘
𣕲	㮓
𣗊	樠
𣗋	欓
𣘐	㯤
𣘓	𣞻
𣘴	檭
𣘷	𣝕
𣘾	𬛕
𣙎	㭣
𣙥	㯼
𣙿	𬃮
𣚙	𬃦
𣚚	欘
𣛣	𬂻
𣝕	𣘷
𣞁	㮠
𣞎	𣠩
𣞐	𰗚
𣞻	𣘓
𣠕	𬄞
𣠩	𣞎
𣠲	𣑶
𣡌	𬄬
𣡶	𬃳
𣤋	𰙕
𣤿	𬶷
𣦵	歹
𣦶	歹
𣨼	殢
𣩕	𬆙
𣫒	𫶲
𣭤	𣯴
𣯣	𣯩
𣯩	𣯣
𣯴	𣭤
𣯶	毶
𣰛	𰚱
𣰨	𬇄
𣱝	氭
𣲗	湋
𣳆	㵗
𣳨	𠂤
𣴇	𰝜
𣶩	澅
𣶫	𣿉
𣶯	𰛉
𣸣	濆
𣺼	灙
𣺽	𤁣
𣻏	𬇼
𣻑	𭰒
𣼊	𭰗
𣼩	𰛺
𣽏	𪶮
𣽷	瀃
𣾍	㶌
𣾷	㳢
𣿉	𣶫
𤀪	𬈱
𤁣	𣺽
𤁪	𬈾
𤄙	𰝞
𤄷	𪶒
𤅙	𬇬
𤅩	𭰥
𤅷	𰛻
𤆍	赤
𤆡	熓
𤆢	㷍
𤇃	爄
𤇄	熌
𤇭	爖
𤇻	𭶙
𤈶	熉
𤈷	㷿
𤊀	𤒎
𤋏	熡
𤍖	𬊗
𤍜	𰞷
𤍠	熱
𤎤	𬝃
𤎱	臇 纂 㷪
𤎺	𤓎
𤎻	𤑳
𤏐	𭴳
𤑕	熏
𤑳	𤎻
𤑹	𪹀
𤒎	𤊀
𤒦	𬋃
𤒻	𪹹
𤓌	𪹠
𤓎	𤎺
𤓓	𬊜
𤕪	爿
𤕭	將 将
𤕯	漿
𤘀	𪺣
𤙯	𤛮
𤛮	𤙯
𤛱	𫞢
𤜆	𪺪
𤜵	𤡲
𤝢	𤢟
𤞃	獩
𤞤	玁
𤟤	𰡋
𤠋	㺏
𤠔	𰡐
𤠮	𪺸
𤡲	𤜵
𤢕	斁
𤢟	𤝢
𤢪	獵
𤣎	𰡢
𤣤	𬌴
𤥭	𰡰
𤦀	瓕
𤧚	璁
𤩂	𫞧
𤩽	瓛
𤪺	㻘
𤫩	㻏
𤬅	𪼴
𤮦	𬎬
𤮨	礱
𤲓	𭻔
𤲢	𭻍
𤳄	𤳸
𤳷	𪽝
𤳸	𤳄
𤶊	癐
𤶧	𤸫
𤷃	𪽭
𤷽	㾡
𤸫	𤶧
𤹺	𤻜
𤺉	𰣦
𤺔	𪽴
𤻊	㿗
𤻜	𤹺
𤻝	𰣩
𤻲	𬏤
𤼈	𰣫
𤽜	皌
𤽯	㿧
𤾀	皟
𤾉	𰤓
𤿲	麬
𥀬	𪠏
𥀲	𰤫
𥁕	昷
𥁢	䀉
𥂁	鹽
𥂫	𰤽
𥂸	𬐠
𥅘	𥌃
𥅴	䀹
𥅾	䚎
𥆧	瞤
𥇔	𬑇
𥇢	䁪
𥈟	瞍
𥉸	𰥣
𥋝	𰥭
𥋟	䂀
𥌃	𥅘
𥌚	𬑙
𥎝	䂎
𥏝	𪿊
𥐘	石
𥐞	硭
𥐟	礒
𥐯	𥖅
𥐰	𥕥
𥐻	碙
𥑘	砞
𥓿	鉈 砣
𥔀	訇 渹
𥔂	𮀲
𥕤	礚
𥕥	𥐰
𥖅	𥐯
𥖏	𮀪
𥖩	𬒊
𥖲	𪿞
𥗇	𪿵
𥗴	𬒓
𥗹	𰧈
𥗺	𬒇
𥗽	𬒗
𥘃	𮀡
𥘯	祙
𥜌	澳 襖
𥜐	𫀓
𥜰	𫀌
𥝢	利
𥞊	秣
𥞦	𥞵
𥞵	𥞦
𥟂	䅘
𥢊	𬓱
𥢢	䅪
𥢶	𫞷
𥢷	𫀮
𥥅	竉
𥧂	𥨐
𥨐	𥧂
𥩺	𥪂
𥪂	𥩺
𥫱	囤
𥬀	䉙
𥬈	篵
𥬞	籋
𥬠	篘
𥭉	𥵊
𥮋	𥸠
𥮜	䉲
𥮾	篸
𥯤	𫁳
𥱔	𥵃
𥱸	𬔯
𥳊	𬔹
𥴨	𫂖
𥴼	𫁺
𥵃	𥱔
𥵊	𥭉
𥵚	竻
𥵛	𮅎
𥵜	䇚
𥵝	𬕬
𥸠	𥮋
𥹥	𥼽
𥺅	䊭
𥺇	𥽖
𥺼	𮇔
𥻟	糯
𥻤	𬖖
𥻦	𫂿
𥻵	𬖞
𥼶	𬖘
𥼽	𥹥
𥽖	𥺇
𥽭	𬖺
𥽽	𫧷
𥾂	𮇤
𥾝	𬘔
𥾯	𫄝
𥿉	𬘚
𥿊	𦈈
𥿯	𬘦
𦀇	經
𦀎	𮉥
𦀖	𫄦
𦁄	𰬙
𦁕	𰬦
𦁧	𰬨
𦂅	𦈒
𦂋	𬘸
𦂳	緊
𦃄	𦈗
𦃒	𬘼
𦃘	𬘽
𦃩	𫄯
𦄋	𬘞
𦄍	𬘾
𦄧	𬘿
𦄼	𬘳
𦅇	𫄪
𦅈	𫄵
𦅋	𬙃
𦅘	𰬝
𦅷	𬙅
𦆆	𰬾
𦆈	𰬹
𦆲	𫟇
𦇎	𰭁
𦇛	𰬼
𦈈	𥿊
𦈉	緷
𦈋	綇
𦈌	綀
𦈎	繟
𦈏	緍
𦈐	縺
𦈑	緸
𦈒	𦂅
𦈓	䋿
𦈔	縎
𦈕	緰
𦈖	䌈
𦈗	𦃄
𦈘	䌋
𦈙	䌰
𦈚	縬
𦈛	繓
𦈜	䌖
𦈝	繏
𦈞	䌟
𦈟	䌝
𦈠	䌥
𦈡	繻
𦌾	𬙪
𦍆	𬙫
𦍠	䍽
𦍩	羖
𦎹	𰭚
𦏑	𰭗
𦒀	𫅥
𦔖	𫅼
𦕒	䦓 覘
𦘧	𡳒
𦙵	腕
𦙶	股
𦙼	骴
𦚓	胓
𦚸	𦚹
𦚹	𦚸
𦛨	朥
𦜖	𬁺
𦝼	膢
𦞌	𣎄
𦞛	𬁸
𦞣	臊
𦟐	𬁳
𦟗	𦣎
𦟤	饈
𦟼	𫆝
𦠅	𣎟 𫞅
𦡏	𰗅
𦡖	𰗆
𦡝	𫆫
𦡧	𮌌
𦡶	𰯂
𦢈	𣍨
𦢌	殰
𦣇	𬂂
𦣎	𦟗
𦤎	臯
𦧴	𰰆
𦧺	𫇘
𦨩	𦪽
𦪭	𬜔
𦪽	𦨩
𦬙	𦿍
𦰴	䕳
𦱄	菇
𦱌	𫇪
𦲷	蒞
𦳝	𰰢
𦴇	𦾵
𦵕	𬝖
𦶆	𬜺
𦷝	芻
𦸷	𬝊
𦺣	𰱝
𦻕	蘟
𦽊	驊
𦽒	𬝠
𦾏	𰅻
𦾵	𦴇
𦾶	𬞋
𦿍	𦬙
𧀹	蔗
𧁿	𮏺
𧂅	𬞣
𧃽	𰱊
𧈴	𫋧
𧈿	𬠐
𧉐	𧕟
𧉞	䗿
𧋍	蜇
𧌓	蛗
𧍕	䖼
𧏖	蠙
𧏗	蠀
𧏻	𬠃
𧐅	蛆
𧐐	𰳁
𧐢	蠔
𧐱	𬟺
𧑏	蠾
𧒖	𰲺
𧒭	𧔥
𧒯	𫊹
𧔥	𧒭
𧕟	𧉐
𧕦	𬠷
𧖦	𬠱
𧘂	衝
𧙀	𧞪
𧛸	𬡎
𧜁	𬡕
𧜂	𬡔
𧜗	䘞
𧜡	𧞔
𧜣	𬡍
𧜭	䙱
𧜵	䙊
𧜶	𮖃
𧝝	襰
𧝞	䘛
𧞅	𰳻
𧞔	𧜡
𧞣	𰳹
𧞪	𧙀
𧞫	𫌋
𧞶	𬡦
𧟌	𬡠
𧠈	𬢇
𧠥	𬢉
𧠵	𬢍
𧡍	𬢈
𧡪	𬢏
𧡴	𫌫
𧡸	𰴛
𧢃	𰴚
𧢄	𫌬
𧢍	𬢓
𧢢	𬺟
𧣴	𬢕
𧤤	觹
𧥅	觽
𧥣	𬣚
𧥺	𬣝
𧦝	𫍞
𧦦	𰵘
𧦧	𫍟
𧦭	𬣢
𧧝	𬣨
𧧭	𬣺
𧧵	𰵢
𧧸	𰵬
𧨊	𬣶
𧨝	𰵪
𧨳	𰵳
𧨾	𬤂
𧩕	𫍭
𧩙	誕 䜥
𧩦	𬤅
𧩧	𬤏
𧩪	𬤋
𧩼	𫍶
𧪞	𬤒
𧪡	𬤓
𧪦	𬤕
𧪪	𬤔
𧪮	𰵻
𧫚	𬤈
𧫝	𫍺
𧬁	𰶅
𧬅	𬤜
𧬇	𬤞
𧬌	𬤠
𧬤	𫍼
𧬨	𬣪 噦
𧬪	𬤖
𧬮	𬤧
𧬯	𰶋
𧬻	𬣵
𧭈	𫍾
𧭹	𫍐
𧮆	𬤚
𧮇	𬣴
𧮈	𬤯
𧮓	𬤱
𧮪	詀
𧰆	𬤷
𧰊	磌
𧱻	𰶨
𧳕	𧳟
𧳟	𧳕
𧴪	𭕆
𧴯	孭
𧵊	𬥴
𧵳	䞌
𧶄	𬥷
𧶔	𧹓
𧶟	𬥹
𧶧	䞎
𧶲	𬥼
𧶶	販
𧷎	𪠀
𧷛	𰷨
𧸖	賺 𰷬 贃
𧸘	𫎨
𧸦	𬥾
𧸪	𬥿
𧸫	𫬙
𧹈	𪥠
𧹑	䞈
𧹒	買
𧹓	𧶔
𧹔	賬
𧹕	䝻
𧹖	賟
𧹗	贃
𧺣	𧽵
𧽢	𬦆
𧽯	𫎸
𧽵	𧺣
𧾥	𰷸
𧿈	𨇁
𧿛	蹤
𧿴	跊
𧿹	拇
𨀁	躘
𨀱	𨄣
𨁂	𬦯
𨁴	𨅍
𨂐	𫏌
𨂺	𨈊
𨃘	𬦩
𨃜	𬦹
𨃞	𨃟
𨃟	𨃞
𨄄	𨈌
𨄉	𰸎
𨄣	𨀱
𨄰	𬦵
𨅍	𨁴
𨅛	䠱
𨅫	𨇞
𨅬	躝
𨆅	𬦫
𨆉	𮛗
𨆪	𫏕
𨆱	𬦴
𨇁	𧿈
𨇍	𬧑
𨇗	𬦣
𨇞	𨅫
𨇤	𫏨
𨇯	𰸇
𨇰	𫏞
𨇽	𫏑
𨈀	𬧚
𨈆	𬧛
𨈇	𬦾
𨈊	𨂺
𨈌	𨄄
𨈚	𨉉
𨉉	𨈚
𨉖	𰿰
𨉗	軉
𨉹	𬧩
𨊠	𰹱
𨊰	䢀
𨊸	䢁
𨊹	𰹻
𨊻	𨐆
𨋁	𬨃
𨋚	𬨅
𨋢	䢂
𨋮	𰺆
𨌄	𬨋
𨌈	𫐍
𨌩	逿 盪
𨍈	𰺔
𨍏	𰺕
𨍐	𬨏
𨍒	𰹾
𨍰	𫐔
𨍳	軺
𨍹	𬨐
𨎌	𫐋
𨎩	𬨒
𨎪	𰺚
𨎮	𨐉
𨏒	𰺢
𨏔	𰺌
𨏠	𨐇
𨏥	𨐊
𨐅	軗
𨐆	𨊻
𨐇	𨏠
𨐈	輄
𨐉	𨎮
𨐊	𨏥
𨐶	𰺨
𨑊	𫯒
𨑒	徒
𨑹	䢨
𨘌	𬩎
𨝕	𨞨
𨞨	𨝕
𨞺	𫟫
𨟊	𫟬
𨟳	𨣞
𨠨	𨣧
𨡙	𨢿
𨡺	𨣈
𨢥	䤍
𨢸	𮡈
𨢿	𨡙
𨣃	𰼋
𨣈	𨡺
𨣉	𬪫
𨣞	𨟳
𨣦	藇
𨣧	𨠨
𨣨	𰼏
𨤋	𬪯
𨤡	𬪺
𨤰	𨤻
𨤻	𨤰
𨥛	𨱀
𨥜	𬬴
𨥟	𫓫
𨥦	𬬳
𨥺	𬭂
𨦡	𰽽
𨦫	䦀
𨧀	𬭊
𨧐	𰾇
𨧚	𬭐
𨧜	䦁
𨧫	𬭑
𨧮	䥸
𨧰	𫟽
𨧱	𨱊
𨨏	𬭛
𨨛	𫓼
𨨝	𬭘
𨨢	𫓿
𨨯	𬭟
𨨹	𬭞
𨩨	𬭠
𨩰	𫟾
𨪅	𬇃
𨪋	𰾨
𨪕	𫓮
𨫀	𬭫
𨫒	𨱐
𨫼	𰾧
𨬂	𬭱
𨬒	𰾳
𨬖	𫔏
𨬞	𬬶
𨬟	𰾵
𨭃	𬭷
𨭆	𬭶
𨭌	𬭵
𨭎	𬭳
𨭐	𬭙
𨭖	𫔑
𨭗	𬭇
𨭚	𬭺
𨭛	𰾿
𨭥	𬬼
𨭸	𫔐
𨮁	𰾺
𨮂	𨱕
𨮅	𬭹
𨮰	𬭾
𨮳	𫔒
𨯅	䥿
𨯟	𫔓
𨯵	𬮀
𨰃	𫔉
𨰋	𫓳
𨰠	𰿊
𨰥	𫔕
𨰭	𬮃
𨰲	𫔃
𨰵	𬬇
𨰷	𬮂
𨰹	𰿀
𨰾	鎷
𨰿	釳
𨱀	𨥛
𨱁	鈠
𨱂	鈋
𨱃	鈲
𨱄	鈯
𨱅	鉁
𨱆	龯
𨱇	銶
𨱈	鋉
𨱉	鍄
𨱊	𨧱
𨱋	錂
𨱌	鏆
𨱍	鎯
𨱎	鍮
𨱏	鎝
𨱐	𨫒
𨱑	鐄
𨱒	鏉
𨱓	鐎
𨱔	鐏
𨱕	𨮂
𨱖	䥩
𨱥	𰿖
𨲭	𬮄
𨲳	𫔖
𨳌	𰿦
𨳐	𰿧
𨳑	𨸁
𨳒	𮤭
𨳕	𨸀
𨳙	𮤯
𨳚	𰿪
𨳨	𬮜
𨳸	𰿭
𨳿	𬮡
𨴑	𬮣
𨴗	𨸅
𨴤	𬮧
𨴹	𫔲
𨵆	𬮩
𨵌	𬮰
𨵗	𬮯
𨵤	𬮮
𨵦	𰿵
𨵩	𨸆
𨵬	𬮵
𨵸	𨸇
𨶀	𨸉
𨶏	𨸊
𨶑	𰿸
